68.419,-1.9901e+10,5.8923e+09,-8.2358e+10,0.00054145,-2.1164e+10,-6.3643e+10
13.614,4.2913e+09,2.2622e+09,-6.0556e+10,0.0010236,-1.4541e+09,-3.7304e+10
21.855,-8.9305e+09,3.7262e+09,-7.0089e+10,0.0008244,-3.1774e+09,-3.6522e+10
61.105,-1.6572e+10,5.8442e+09,-9.6335e+10,0.00063199,-1.7928e+10,-6.0282e+10
53.217,-1.5143e+10,5.2964e+09,-6.584e+10,0.00060799,-2.2818e+10,-5.4123e+10
51.862,1.3493e+10,5.4036e+09,-8.6236e+10,0.00058535,-1.4116e+10,-5.7549e+10
44.948,-1.1687e+10,3.4673e+09,-6.4646e+10,0.00079473,-1.5331e+10,-4.5174e+10
42.238,-8.5539e+09,3.3843e+09,-8.6494e+10,0.00081059,-7.2299e+09,-3.8394e+10
40.863,-8.2239e+09,4.023e+09,-8.9725e+10,0.00070718,-1.1514e+10,-5.2472e+10
45.234,-1.233e+10,3.3165e+09,-6.5745e+10,0.00073956,-1.2587e+10,-4.4497e+10
46.357,1.0731e+10,5.9148e+09,-9.7673e+10,0.00064225,-1.262e+10,-3.1329e+10
49.336,-1.3361e+10,5.6542e+09,-8.0519e+10,0.00062351,-1.6419e+10,-3.5842e+10
68.483,-2.0722e+10,5.8958e+09,-7.5314e+10,0.00054727,-2.0138e+10,-5.6428e+10
34.435,8.6808e+09,4.4572e+09,-4.6922e+10,0.0008212,-7.6155e+09,-2.7385e+10
48.05,-1.3532e+10,4.4246e+09,-9.7223e+10,0.00075341,-9.5061e+09,-2.6506e+10
54.234,-1.3886e+10,3.9594e+09,-8.0553e+10,0.00065996,-1.4798e+10,-6.2685e+10
52.174,-1.3054e+10,4.9291e+09,-8.2163e+10,0.00059895,-1.8829e+10,-5.5674e+10
63.653,-1.6838e+10,6.6873e+09,-9.036e+10,0.00055607,-1.8892e+10,-6.1503e+10
63.307,-1.7244e+10,6.4166e+09,-8.1842e+10,0.00056172,-2.1235e+10,-6.4928e+10
36.043,1.0518e+10,4.906e+09,-8.9606e+10,0.00067332,-7.0057e+09,-5.0451e+10
71.561,-2.0341e+10,5.663e+09,-8.5655e+10,0.00052752,-2.1567e+10,-7.0174e+10
53.72,-1.3191e+10,5.5455e+09,-8.0178e+10,0.00058699,-1.9816e+10,-6.1025e+10
57.975,-1.7292e+10,4.2414e+09,-7.6917e+10,0.00063313,-1.8101e+10,-5.9613e+10
37.118,9.0005e+09,4.7311e+09,-7.0166e+10,0.00076854,-7.424e+09,-3.8669e+10
59.688,-1.6693e+10,3.625e+09,-8.5744e+10,0.00063023,-1.091e+10,-5.6e+10
54.919,-1.6145e+10,6.0458e+09,-9.9023e+10,0.00064512,-1.3919e+10,-3.9635e+10
47.653,-1.14e+10,4.8427e+09,-7.0764e+10,0.00062335,-1.9141e+10,-5.302e+10
37.864,5.6958e+09,2.9054e+09,-8.254e+10,0.00085589,-7.7285e+09,-4.3722e+10
55.098,-1.4594e+10,3.9624e+09,-7.1589e+10,0.0006649,-1.8251e+10,-6.3952e+10
64.54,-1.8708e+10,5.6815e+09,-7.7114e+10,0.00056904,-1.9627e+10,-5.9021e+10
52.9,-1.4335e+10,5.3391e+09,-8.0754e+10,0.00065687,-1.7813e+10,-5.7878e+10
47.03,-1.0312e+10,5.0017e+09,-7.902e+10,0.00062936,-1.7498e+10,-5.7306e+10
43.822,1.0373e+10,3.6287e+09,-8.3918e+10,0.00076205,-8.6626e+09,-6.6109e+10
48.614,-1.2694e+10,3.448e+09,-7.2549e+10,0.00075998,-8.0212e+09,-3.8875e+10
58.259,-1.3417e+10,4.8403e+09,-1.0514e+11,0.0006097,-1.3346e+10,-5.9271e+10
60.091,-1.3951e+10,4.7663e+09,-1.021e+11,0.0006854,-1.275e+10,-5.5774e+10
36.36,1.0643e+10,3.5028e+09,-8.4572e+10,0.00065445,-1.4488e+10,-5.3766e+10
53.645,-1.5988e+10,5.0894e+09,-6.8569e+10,0.00073796,-1.1246e+10,-2.5773e+10
45.471,-1.1647e+10,3.3783e+09,-7.5501e+10,0.00079425,-1.1075e+10,-2.4163e+10
71.5,-2.2093e+10,4.806e+09,-8.5233e+10,0.00062232,-1.6836e+10,-6.2731e+10
50.997,-1.3805e+10,5.2905e+09,-9.0436e+10,0.00060685,-1.2586e+10,-5.5604e+10
63.619,-1.7357e+10,5.8213e+09,-8.398e+10,0.00060417,-1.9687e+10,-5.6723e+10
57.054,-1.3172e+10,6.6933e+09,-1.0103e+11,0.00058471,-1.7749e+10,-5.7899e+10
43.793,-1.1559e+10,4.505e+09,-8.7839e+10,0.0007044,-1.2854e+10,-4.4217e+10
52.301,-1.3822e+10,3.7674e+09,-7.3143e+10,0.00062312,-1.5205e+10,-5.4995e+10
57.058,-1.6966e+10,5.2464e+09,-1.0849e+11,0.00064157,-1.608e+10,-6.0263e+10
45.251,-9.4413e+09,5.1667e+09,-8.7638e+10,0.00066782,-1.3992e+10,-4.3918e+10
27.436,8.978e+09,4.4366e+09,-6.1592e+10,0.00080997,-4.6208e+09,-3.3292e+10
72.066,-2.2002e+10,5.4934e+09,-7.4118e+10,0.00055832,-2.1187e+10,-6.0827e+10
72.422,-2.3204e+10,4.4087e+09,-7.8685e+10,0.00062073,-1.5798e+10,-5.4257e+10
34.844,7.9886e+09,4.2047e+09,-8.4714e+10,0.00080197,-7.7295e+09,-3.3153e+10
33.008,5.77e+09,2.9087e+09,-7.16e+10,0.00081429,-6.508e+09,-3.8888e+10
47.968,-1.3895e+10,4.3548e+09,-6.3617e+10,0.00079075,-1.3634e+10,-2.5235e+10
53.988,-1.613e+10,5.0805e+09,-7.5463e+10,0.00063305,-1.4977e+10,-3.4796e+10
